idDrink,strDrink,strAlcoholic,strCategory,strGlass,strIBA,strDrinkThumb,strInstructions,ingredients
14029,'57 Chevy with a White License Plate,alc,Cocktail,Highball glass,,http://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir,"1 oz white  Creme de Cacao, 1 oz  Vodka"
15395,1-900-FUK-MEUP,alc,Shot,Old-fashioned glass,,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Shake ingredients in a mixing tin filled with ice cubes. Strain into a rocks glass.,"1/2 oz  Absolut Kurant, 1/4 oz  Grand Marnier, 1/4 oz  Chambord raspberry liqueur, 1/4 oz  Midori melon liqueur, 1/4 oz  Malibu rum, 1/4 oz  Amaretto, 1/2 oz  Cranberry juice, 1/4 oz  Pineapple juice"
15423,110 in the shade,alc,Beer,Beer Glass,,http://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Drop shooter in glass. Fill with beer,"16 oz  Lager, 1.5 oz  Tequila"
14588,151 Florida Bushwacker,alc,Milk / Float / Shake,Beer mug,,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.,"1/2 oz  Malibu rum, 1/2 oz  Light rum, 1/2 oz Bacardi  151 proof rum, 1 oz  Dark Creme de Cacao, 1 oz  Cointreau, 3 oz  Milk, 1 oz  Coconut liqueur, 1 cup  Vanilla ice-cream"
15346,155 Belmont,alc,Cocktail,White wine glass,,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,Blend with ice. Serve in a wine glass. Garnish with carrot.,"1 shot  Dark rum, 2 shots  Light rum, 1 shot  Vodka, 1 shot  Orange juice"
17060,24k nightmare,alc,Shot,Shot glass,,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,"Add over ice,shake and pour.","1/2 oz  Goldschlager, 1/2 oz  Jägermeister, 1/2 oz  Rumple Minze, 1/2 oz Bacardi  151 proof rum"
15288,252,alc,Shot,Shot glass,,http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,"Add both ingredients to shot glass, shoot, and get drunk quick","1/2 shot Bacardi  151 proof rum, 1/2 shot  Wild Turkey"
13899,3 Wise Men,alc,Shot,Collins glass,,http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,put them them in a glass... and slam it to tha head.,"1/3 oz  Jack Daniels, 1/3 oz  Johnnie Walker, 1/3 oz  Jim Beam"
15300,3-Mile Long Island Iced Tea,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,"1/2 oz  Gin, 1/2 oz  Light rum, 1/2 oz  Tequila, 1/2 oz  Triple sec, 1/2 oz  Vodka, Coca-Cola, 1-2 dash  Sweet and sour, 1 wedge  Bitters, Lemon"
13581,410 Gone,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/xtuyqv1472669026.jpg,,"2-3 oz Peach Vodka, Coca-Cola"
14598,50/50,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j.,"2 1/2 oz  Vanilla vodka, 1 splash  Grand Marnier, Fill with  Orange juice"
17105,501 Blue,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Mix equal amounts into a glass with ice.,"Blue Curacao, Blueberry schnapps, Vodka, Sour mix, 7-Up"
13940,69 Special,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.","2 oz dry  Gin, 4 oz  7-Up, 0.75 oz  Lemon juice"
14229,747,alc,Shot,Shot glass,,http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,"pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!","1/3 part  Kahlua, 1/3 part  Bailey's irish cream, 1/3 part  Frangelico"
16108,9 1/2 Weeks,alc,Cocktail,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.,"2 oz  Absolut Citron, 1/2 oz  Orange Curacao, 1 splash  Strawberry liqueur, 1 oz  Orange juice"
15200,A Day at the Beach,alc,Ordinary Drink,Highball glass,,http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,"Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.","1 oz  Coconut rum, 1/2 oz  Amaretto, 4 oz  Orange juice, 1/2 oz  Grenadine"
11000,A Furlong Too Late,alc,Ordinary Drink,Highball glass,,http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,"2 oz  Light rum, 4 oz  Ginger beer, 1 twist of  Lemon peel"
16943,A Gilligan's Island,alc,Cocktail,Collins glass,,http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,"Shaken, not stirred!","1 oz  Vodka, 1 oz  Peach schnapps, 3 oz  Orange juice, 3 oz  Cranberry juice"
11001,A Night In Old Mandalay,alc,Ordinary Drink,Highball glass,,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.","1 oz  Light rum, 1 oz  Añejo rum, 1 oz  Orange juice, 1/2 oz  Lemon juice, 3 oz  Ginger ale, 1 twist of  Lemon peel"
16405,A Piece of Ass,alc,Other/Unknown,Highball glass,,http://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Put ice in glass. Pour in shots. Fill with Sour Mix.,"1 shot  Amaretto, 1 shot  Southern Comfort, cubes
 Ice, Sour mix"
14564,A Splash of Nash,alc,Shot,Highball glass,,http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Drop shot glass with banana & melon liquers into a 9 oz hi- ball glass containing soda water and cranberry juice. Drink in one shot.,"2 oz  Cranberry juice, 2 oz  Soda water, 0.5 oz  Midori melon liqueur, 0.5 oz  Creme de Banane"
17005,A True Amaretto Sour,alc,Cocktail,Old-fashioned glass,,http://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.","1 jigger  Amaretto, Juice of 1/2  Lemon, Ice, Maraschino cherry"
15675,A midsummernight dream,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water","2 oz  Vodka, 1 oz  Kirschwasser, 1 tsp  Strawberry liqueur, 5  Strawberries, Schweppes Russchian"
11002,A. J.,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg,"Shake ingredients with ice, strain into a cocktail glass, and serve.","1 1/2 oz  Applejack, 1 oz  Grapefruit juice"
14560,A.D.M. (After Dinner Mint),alc,Cocktail,Irish coffee cup,,http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,shake vigorously,"1/2 oz  White Creme de Menthe, 3/4 oz  Southern Comfort, 1/2 oz  Vodka, Fill with  Hot chocolate"
17222,A1,alc,Cocktail,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.","1 3/4 shot  Gin, 1 Shot  Grand Marnier, 1/4 Shot Lemon Juice, 1/8 Shot Grenadine"
13501,ABC,alc,Shot,Shot glass,,http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Layered in a shot glass.,"1/3  Amaretto, 1/3  Bailey's irish cream, 1/3  Cognac"
14610,ACID,alc,Shot,Shot glass,,http://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,"1 oz Bacardi  151 proof rum, 1 oz  Wild Turkey"
13938,AT&T,alc,Ordinary Drink,Highball Glass,,http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,"Pour Vodka and Gin over ice, add Tonic and Stir","1 oz  Absolut Vodka, 1 oz  Gin, 4 oz  Tonic water"
11003,Abbey Cocktail,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,"1 1/2 oz  Gin, 1 dash  Orange bitters, Juice of 1/4  Orange, 1  Cherry"
17223,Abbey Martini,alc,Cocktail,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.","2 shots  Gin, 1 shot  Sweet Vermouth, 1 shot  Orange Juice, 3 dashes  Angostura Bitters"
11004,Abilene,alc,Ordinary Drink,Highball glass,,http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,"1 1/2 oz  Dark rum, 2 oz  Peach nectar, 3 oz  Orange juice"
12790,Absinthe #2,alc,Homemade Liqueur,Jar,,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,"Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.","1 bottle  Vodka, 50 gr  Sugar, 50 ml pure  Anise, 1 tblsp  Licorice root, 1  Wormwood"
14374,Absolut Evergreen,alc,Other/Unknown,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,"Mix, pour over ice and top up with Bitter Lemon.","2/3 part  Absolut Citron, 1/3 part  Pisang Ambon, cubes
 Ice, Bitter lemon"
14360,Absolut Sex,alc,Shot,Old-fashioned glass,,http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,"Shake Absolut Kurant, Midori, and Cranberry juice in shaker with ice: Strain into rocks glass: Splash of seven on top.Absolut Sex.","3/4 oz  Absolut Kurant, 3/4 oz  Midori melon liqueur, 1 oz  Cranberry juice, 1 splash  Sprite"
15597,Absolut Stress #2,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,Mix well. Garnish with Orange and Cherry. Enjoy,"1 1/2 oz  Absolut Vodka, 1/2 oz  Peach schnapps, 1/2 oz  Coconut liqueur, 1 1/2 oz  Cranberry juice, 1 1/2 oz  Pineapple juice"
14107,Absolut Summertime,alc,Cocktail,Collins glass,,http://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,"1 1/2 oz  Absolut Citron, 3/4 oz  Sweet and sour, 1/2 oz  Sprite, 3 oz  Soda water, 1 slice  Lemon"
14372,Absolut limousine,alc,Other/Unknown,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,"2/3  Absolut Citron, 1/3  Lime juice, Fill with  Ice, Top it up with  Tonic water"
15024,Absolutely Cranberry Smash,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg,Stir ingredients together. Serve over ice.,"2 oz  Absolut Vodka, 4 oz  Cranberry juice, 2 oz  Ginger ale, Add  Ice"
17224,Absolutely Fabulous,alc,Cocktail,Champagne flute,,http://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,"1 shot  Vodka, 2 shots  Cranberry Juice, Top up with Champagne"
16134,Absolutly Screwed Up,alc,Cocktail,Collins glass,,http://www.thecocktaildb.com/images/media/drink/yvxrwv1472669728.jpg,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.","1 shot  Absolut Citron, 1 shot  Orange juice, 1 shot  Triple sec, Fill to top  Ginger ale"
11005,Acapulco,alc,Ordinary Drink,Old-fashioned glass,,http://www.thecocktaildb.com/images/media/drink/vtpsvr1472811976.jpg,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,"1 1/2 oz  Light rum, 1 1/2 tsp  Triple sec, 1 tblsp  Lime juice, 1 tsp  Sugar, 1  Egg white, 1  Mint"
17225,Ace,alc,Cocktail,Martini Glass,,http://www.thecocktaildb.com/images/media/drink/l3cd7f1504818306.jpg,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,"2 shots  Gin, 1/2 shot  Grenadine, 1/2 shot  Heavy cream, 1/2 shot  Milk, 1/2 Fresh Egg White"
11006,Adam,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/rwuxsv1472812169.jpg,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.","2 oz  Dark rum, 1 oz  Lemon juice, 1 tsp  Grenadine"
17226,Adam & Eve,alc,Cocktail,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/vfeumw1504819077.jpg,Shake together all the ingredients and strain into a cold glass.,"1 shot  Gin, 1 shot  Cognac, 1 shot  Creme de Cassis, 1/8 shot  Fresh Lemon Juice"
16333,Adam Bomb,alc,Punch / Party Drink,Margarita/Coupette glass,,http://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","1 part  Rum, 1 part  Vodka, 1 part  Tequila, 1/2 part  Triple sec, Fruit, Ice, 1-3 pint  Salt, Fruit juice"
15567,Adam Sunrise,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/vtuyvu1472812112.jpg,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.","1/2  Vodka, 1/2 can  Lemonade, 1/2  Water, 10 tsp  Sugar"
17227,Addington,alc,Cocktail,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,"2 shots  Sweet Vermouth, 1 shot  Dry Vermouth, Top up with
 Soda Water"
17228,Addison,alc,Cocktail,Martini Glass,,http://www.thecocktaildb.com/images/media/drink/yzva7x1504820300.jpg,Shake together all the ingredients and strain into a cold glass.,"1 1/2 shot  Gin, 1 1/2 shot  Vermouth"
14272,Addison Special,alc,Cocktail,Old-fashioned glass,,http://www.thecocktaildb.com/images/media/drink/4vo5651493068493.jpg,Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,"1 shot  Vodka, 1 tblsp  Grenadine, Fill with  Orange juice"
17229,Adios Amigos Cocktail,alc,Cocktail,Martini Glass,,http://www.thecocktaildb.com/images/media/drink/8nk2mp1504819893.jpg,Shake together all the ingredients and strain into a cold glass.,"1 shot  Rum, 1/2 shot  Dry Vermouth, 1/2 shot  Cognac, 1/2 shot  Gin, 1/4 shot Fresh Lime Juice, 1/4 shot Sugar Syrup, 1/2 shot  Water"
11007,Adonis Cocktail,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/xrvruq1472812030.jpg,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.","3/4 oz  Sweet Vermouth, 1 1/2 oz dry  Sherry, 1 dash  Orange bitters"
11008,Affair,alc,Ordinary Drink,Highball glass,,http://www.thecocktaildb.com/images/media/drink/wxrsxx1472720734.jpg,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.","2 oz  Strawberry schnapps, 2 oz  Orange juice, 2 oz  Cranberry juice, Club soda"
11009,Affinity,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/nwatpb1504817045.jpg,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","1 1/2 oz  Scotch, 1 oz  Sweet Vermouth, 1 oz  Dry Vermouth, 2 dashes  Orange bitters"
11010,After Dinner Cocktail,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/vtytxq1483387578.jpg,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,"1 oz  Apricot brandy, 1 oz  Triple sec, Juice of 1  Lime, 1  Lime"
13807,After Five,alc,Shot,Shot glass,,http://www.thecocktaildb.com/images/media/drink/sk3lr91493068595.jpg,"1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled","Peppermint schnapps, Kahlua, Bailey's irish cream"
11011,After Supper Cocktail,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","1 oz  Triple sec, 1 oz  Apricot brandy, 1/2 tsp  Lemon juice"
15182,After sex,alc,Ordinary Drink,Highball glass,,http://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,"2 cl  Vodka, 1 cl  Creme de Banane, Orange juice"
12560,Afterglow,nalc,Cocktail,Highball Glass,,http://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,Mix. Serve over ice.,"1 part  Grenadine, 4 parts  Orange juice, 4 parts  Pineapple juice"
13162,Afternoon,alc,Coffee / Tea,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.","1 cl  Kahlua, 1 cl  Bailey's irish cream, 1 1/2  Frangelico, 4 cl hot  Coffee, Cream"
11012,Alabama Slammer,alc,Ordinary Drink,Highball glass,,http://www.thecocktaildb.com/images/media/drink/qtwxwr1483387647.jpg,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.","1 oz  Southern Comfort, 1 oz  Amaretto, 1/2 oz  Sloe gin, 1 dash  Lemon juice"
11013,Alaska Cocktail,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/wsyryt1483387720.jpg,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.","2 dashes  Orange bitters, 1 1/2 oz  Gin, 3/4 oz  Yellow Chartreuse, Twist of  Lemon peel"
11014,Alexander,alc,Ordinary Drink,Cocktail glass,Unforgettables,http://www.thecocktaildb.com/images/media/drink/urystu1478253039.jpg,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,"1/2 oz  Gin, 1/2 oz white  Creme de Cacao, 2 oz  Light cream, Nutmeg"
11019,Alfie Cocktail,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/ypxsqy1483387829.jpg,"Combine and shake all ingredients with ice, strain into a cocktail glass, and serve.","1 1/2 oz  Lemon vodka, 1 dash  Triple sec, 1 tblsp  Pineapple juice"
11020,Algonquin,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.","1 1/2 oz  Blended whiskey, 1 oz  Dry Vermouth, 1 oz  Pineapple juice"
12562,Alice Cocktail,nalc,Cocktail,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/qyqtpv1468876144.jpg,"Shake well, strain into a large cocktail glass.","1 cl  Grenadine, 1 cl  Orange juice, 2 cl  Pineapple juice, 4 cl  Cream"
17094,Alice in Wonderland,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg,Just mix the three ingredients one to one to one,"1 shot  Amaretto, 1 shot  Grand Marnier, 1 shot  Southern Comfort"
11021,Allegheny,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,"1 oz  Dry Vermouth, 1 oz  Bourbon, 1 1/2 tsp  Blackberry brandy, 1 1/2 tsp  Lemon juice, 1 twist of  Lemon peel"
11022,Allies Cocktail,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/qvprvp1483388104.jpg,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.","1 oz  Dry Vermouth, 1 oz  Gin, 1/2 tsp  Kummel"
11023,Almeria,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.","2 oz  Dark rum, 1 oz  Kahlua, 1  Egg white"
16082,Almond Chocolate Coffee,alc,Ordinary Drink,Coffee mug,,http://www.thecocktaildb.com/images/media/drink/jls02c1493069441.jpg,Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.,"3/4 oz  Amaretto, 1/2 oz  Dark Creme de Cacao, 8 oz  Coffee"
11024,Almond Joy,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","1/2 oz  Amaretto, 1/2 oz white  Creme de Cacao, 2 oz  Light cream"
12862,Aloha Fruit punch,nalc,Punch / Party Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/wsyvrt1468876267.jpg,"Add 1/4 cup water to ginger root. Boil 3 minutes. Strain. Add the liquid to the guava, lemon and pineapple juices. Make a syrup of sugar and remaining water. Cool. Combine with juices and pineapple. Chill throroughly.","3/4 cup  Water, 2 tsp  Ginger, 2 cups  Guava juice, 1 1/2 tblsp  Lemon juice, 1 1/2 cup  Pineapple, 1 cup  Sugar, 3-4 cups  Pineapple juice"
11025,Amaretto And Cream,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,"Shake well with cracked ice, strain contents into a cocktail glass, and serve.","1 1/2 oz  Amaretto, 1 1/2 oz  Light cream"
12792,Amaretto Liqueur,alc,Homemade Liqueur,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,"Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.","1 cup Sugar, 3/4 cup  Water, 2  Apricot, 1 tblsp  Almond flavoring, 1/2 cup pure  Grain alcohol, 1/2 cup  Water, 1 cup  Brandy, 3 drops yellow  Food coloring, 6 drops red  Food coloring, 2 drops blue  Food coloring, 1/2 tsp  Glycerine"
11026,Amaretto Mist,alc,Ordinary Drink,Old-fashioned glass,,http://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg,"Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)","1 1/2 oz  Amaretto, 1  Lime"
11027,Amaretto Rose,alc,Ordinary Drink,Collins glass,,http://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg,Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,"1 1/2 oz  Amaretto, 1/2 oz  Lime juice, Club soda"
15194,Amaretto Shake,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,"2 scoops  Chocolate ice-cream, 2 oz  Brandy, 2 oz  Amaretto"
13731,Amaretto Sour,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,Shake and strain. Garnish with a cherry and an orange slice.,"1 1/2 oz  Amaretto, 3 oz  Sour mix"
11028,Amaretto Stinger,alc,Ordinary Drink,Cocktail glass,,http://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,"Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.","1 1/2 oz  Amaretto, 3/4 oz  White Creme de Menthe"
14306,Amaretto Stone Sour,alc,Other/Unknown,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,Shake and Serve over ice,"1 part  Amaretto, 1 part  Sour mix, 1 part  Orange juice"
16100,Amaretto Stone Sour #3,alc,Other/Unknown,Highball glass,,http://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.","2 oz  Sour mix, 2 oz  Amaretto, 2 oz  Tequila, Add splash  Orange juice"
14578,Amaretto Sunrise,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,"1 cl  Amaretto, 4 oz  Orange juice, 1/4 cl  Grenadine"
17168,Amaretto Sunset,alc,Ordinary Drink,Collins Glass,,http://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.","1/2 jigger  Triple sec, 3 shots  Amaretto, 1/2 cup  Cider, Add 1/2 cup  Ice"
16202,Amaretto Sweet & Sour,alc,Punch / Party Drink,Margarita/Coupette glass,,http://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,"Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.","Amaretto, Sweet and sour, Midori melon liqueur, Pineapple juice"
